"launch_date","recalls_number","manufacturer_ref","defect","make","model","build_start","build_end"
"01.01.2008",NULL,"6U049","Die Kraftstoffleitung kann sich von der Kraftstoffpumpe lösen, so dass Kraftstoff ausfließt. Die Schläuche der Servolenkung und des Kältemittels der Klimaanlage können aneinander scheuern und beschädigtwerden. Durch eine Modifikation des Kabelstranges am Generator soll ein möglicher Kurzschluss vermieden werden. ","FORD","GALAXY, S-MAX","2006","2006"
"05.11.2010",NULL,"0016670100","Aufgrund eines verschlissenen Kommutators kann es zum Ausfall der Kraftstoffpumpe auch während der Fahrt kommen. ","BMW","X5","2007","2008"
"25.07.2011",NULL,"0065480200","Das Anheben der Frontklappe zum Zweck des Fußgängerschutzes wird durch eine falsche Kalibrierung des Systems möglicherweise nicht aktiviert. ","BMW","6","2010","2011"
"01.01.2008",NULL,"5C979","Durch nicht der Spezifikation entsprechende Kraftstoffleitungen können größere Mengen Kraftstoff austreten. Betroffen sind Fahrzeuge mit 1.6l Dieselmotor. ","FORD","FIESTA, FOCUS, C-MAX","2004","2005"
"01.01.2008",NULL,"5C030","Nicht richtig ausgelegter Druckminderer kann zur Beschädigung des Zweimassenschwungrades führen. ","FORD","GALAXY","2002","2003"
"01.07.2009",NULL,"0034720100","Durch mechanische Bearbeitung an der Bremsscheibe während der Herstellung sind Risse entstanden, die zum Bruch der Bremsscheibe führen können. ","BMW","X5, X6","2009","2009"
"26.06.2009",NULL,"0061980200","Durch eine fehlerhafte Verbindung im Kabelbaum kann es zum Ausfall der Gurtstraffer und der vorderen Seitenairbags kommen. Der Ausfall wird über die Kontrollleuchte im Armaturenbrett angezeigt","BMW","1, 3","2008","2008"
"12.07.2010",NULL,"0051720200, 0072300100","In bestimmten Unfallsituationen kann nach Zündung des Gurtrückstraffers die Schallisolierung durch aus dem Aufrollautomat des Sicherheitsgurtes austretende heiße Partikel entzündet werden. ","BMW","1","2007","2010"
"01.08.2008",NULL,"8U186","Es wurde ein nicht der Spezifikation entsprechendes Leitungsteil in die Servolenkung eingebaut. Dadurch kann es zum Verlust von Servolenkungsöl kommen. Die Servounterstützung kann ausfallen und das Öl kann sich an heißen Teilen entzünden. ","FORD","FOCUS, C-MAX","2008","2008"
"01.01.2008",NULL,"5C027","Durch unzureichende Schmierung kann das Zahnrad der Antriebswelle des Wischermotors brechen. ","FORD","MAVERICK","2005","2005"
"07.10.2010",NULL,"0034860100","In den Bremskraftverstärker eingedrungenes Motoröl kann die Membran so weit schädigen, dass die Bremskraftunterstützung ausfällt. ","BMW","5, 6, 7","2001","2009"
"19.05.2008",NULL,"7C148","Bei einer Anzahl von Motoren können sich ein oder mehrere Antriebsriemen der Zusatzaggregate ablösen und ausfallen und zum Verlust der Servolenkung führen. Betroffen sind Fiesta und Fusion mit 1.25l-, 1.4l- und 1.6l- und Duratec 16V Motoren, sowie der Transit mit 2.2l Motoren, Duratorq-TDCI Motoren und Vorderradantrieb. ","FORD","FIESTA, FUSION, TRANSIT","2007","2007"
"13.07.2012",NULL,NULL,"Fehler in der Steuerelektronik der elektromechanischen Servolenkung (EPS) führt zu Ausfall der Lenkkraftunterstützung. ","BMW","1, 3, X1, Z4","2007","2012"
"21.02.2008",NULL,"7U157","Befestigungsschrauben der vorderen Sicherheitsgurte können sich wegen eines unzureichenden Anzugsdrehmoments lösen. ","FORD","TRANSIT","2007","2007"
"01.01.2008",NULL,"6U082","Nicht richtig festgezogene Masseschraube der Windschutzscheibenheizung führt zur Funkenbildung und zum Verschmoren angrenzender Teile. ","FORD","GALAXY, S-MAX","2005","2006"
"23.08.2011",NULL,"0013080200","Die Kraftstofffilterheizung kann überhitzen und zu einem Fahrzeugbrand führen. ","BMW","1, 5, 7, X3, X5, X6","2008","2009"
"01.01.2008",NULL,"7C127","Rückschlagventil kann bei kalter Witterung zum Ausfall der Unterdruckpumpe und damit zum Ausfall der Bremskraftverstärkung führen. ","FORD","FOCUS, C-MAX, S-MAX, GALAXY","2005","2006"
"30.03.2012",NULL,"0061560300","Die Verschraubung der Batterieplusleitung kann sich lösen und zu Störungen im elektrischen System sowie schlimmstenfalls zum Fahrzeugbrand führen, auch nach dem Abstellen des Fahrzeugs. ","BMW","5, 6","2003","2010"
"16.04.2012",NULL,"0011930200","Durch fehlerhaft gefertigte Pumpengehäuse für die Zusatzkühlmittelpumpe des Abgasturboladers können Rissbildungen entstehen und durch Eindringen von Kühlflüssigkeit einen Kurzschluss bzw. einen Schmorschaden entstehen lassen. Es kann zu einem Fahrzeugbrand nach dem Abstellen des Fahrzeugs kommen. Betroffen sind Fahrzeuge mit 8 und 12 Zyl. Motoren. ","BMW","5, 6, 7, X5, X6","2011","2011"
"01.01.2008",NULL,"7C108","Zu niedriges Drehmoment an der Klemmschraube des Federbeins kann zum Kontakt des Reifens mit anderen Fahrzeugteilen führen. ","FORD","TRANSIT","2005","2007"
"19.06.2012",NULL,"00032080200","Fehler im Lenkgetriebe kann zum Verlust von Hydrauliköl und Ausfall der Lenkkraftunterstützung führen. ","BMW","X5, X6","2012","2012"
"21.04.2008",NULL,"7C136","Durch Verschleiß können die Achswellen an Fahrzeugen mit Hinterachsantrieb aus dem Ausgleichsgetriebe herauswandern und sich lösen. ","FORD","TRANSIT","2003","2006"
"23.04.2008",NULL,"7C143","Bei Transit-Fahrzeugen mit 2,4 l-Dieselmotoren und Heckantrieb kann sich möglicherweise die Hochdruckleitung von der Pumpe der Servolenkung lösen und somit besteht dann die Gefahr, dass Hydrauliköl auf den Auspuffkrümmer gelangt und sich entzündet. ","FORD","TRANSIT","2005","2007"
"18.02.2008",NULL,"7C153","Streusalzeinsatz kann zur Korrosion im Steuermodul des Kühlerlüfters und zu Kurzschlüssen mit Brandgefahr führen. ","FORD","FOCUS","2004","2006"
"17.05.2013",NULL,"0072330100 (2013), 0072410100 (Erweiterung 2014)","Fehler im Gasgenerator des Beifahrerairbags führt bei Airbagauslösung zu unkontrollierter Entfaltung. ","BMW","3","1999","2006"
"21.04.2008",NULL,"8C163","Das Panorama-Glasdach wurde möglicherweise nicht korrekt mit dem Fahrzeug verklebt. Dies kann dazu führen, dass sich das Glasdach löst. ","FORD","GALAXY, S-MAX","2006","2006"
"21.07.2010",NULL,"0C319","In das Steuergerät für den Kühlerlüfter kann Streusalzgemisch eindringen, einen Kurzschluss verursachen und einen Brand auch nach Abstellen des Fahrzeugs verursachen. Betroffen sind die Fahrzeuge des Typs Focus 1,6L Diesel 4/5- Türer des Fertigungszeitraums 01.01.2006 bis 31.05.2006 sowie Focus 1,8L u. 2,0L Benzin-Kombi des Fertigungszeitraums 01.01.2006 bis 25.01.2007","FORD","FOCUS","2006","2007"
"19.02.2013",NULL,"0034080200","In den Bremskraftverstärker eingedrungenes Motoröl kann die Membran so weit schädigen, dass die Bremskraftunterstützung ausfällt. ","BMW","X5","2006","2010"
"22.06.2018",NULL,"0061760300","Fehler in Steckverbindung kann zu Motorausfall führen","BMW","1, 3, X1, Z4","2007","2011"
"19.01.2015",NULL,"0013450200, 0013230200","Die Kraftstofffilterheizung kann überhitzen und zu einem Fahrzeugbrand führen. ","BMW","1, 5, 7, X3, X5, X6","2009","2009"
"02.12.2013",NULL,"0051260300","Beifahrerairbag kann sich bei einem Unfall aufgrund von Fertigungsmängel nicht korrekt entfalten. ","BMW","X3","2011","2013"
"30.11.2010",NULL,"0C346","Unkorrekte Verklebung des Panorama-Glasdaches kann zum Ablösen des Glasdaches führen. ","FORD","GALAXY, S-MAX","2007","2007"
"05.03.2009",NULL,"9U220","Die Schrauben des hinteren Bremsträgers sind möglicherweise nicht mit dem korrekten Anzugsdrehmoment festgezogen. Eine lose Schraube könnte in die Bremstrommel fallen und möglicherweise die Bremsbeläge beschädigen sowie das Hinterrad blockieren. ","FORD","KA","2008","2009"
"13.02.2014",NULL,"0062330100","Fehler in der Nachstellfunktion der schwenkbaren Anhängerkupplung kann zur Zugtrennung führen. ","BMW","5","2013","2013"
"24.03.2009",NULL,"8C203","In das Steuergerät für den Kühlerlüfter kann Streusalzgemisch eindringen, einen Kurzschluss verursachen und einen Brand auch nach Abstellen des Fahrzeugs verursachen. ","FORD","FOCUS","2006","2007"
"19.03.2014",NULL,NULL,"Austauschbremsscheiben des Herstellers Honeywell, die unter der Handelsmarke Bendix / Jurid für die oben genannten Fahrzeugtypen im Zeitraum von Juli 2012 bis Januar 2014 produziert und in den Handel gebracht wurden könnten fehlerhafte Wandstärken aufweisen und brechen. Betroffen sind Bremsscheiben mit Honeywell-Teilenummer: 562188 (BMW Original Ersatzteilnummer: 34116769305Wenn die vorderen Bremsscheiben an Ihrem BMW seit Juli 2012 erneuert wurden prüfen Sie bitte in Zusammenarbeit mit der Werkstatt, die die Reparatur ausgeführt hat, ob die entsprechenden Teile verbaut wurden. ","BMW","3, Z4","2012","2014"
"18.06.2009",NULL,"9U225","Das Rückschlagventil in der Unterdruckpumpe des Bremssystems funktioniert beim Aufwärmen des Motors möglicherweise nicht. Dadurch funktioniert die Bremsanlage bis zum Erreichen der Motorbetriebstemperatur nicht optimal. Betroffen sind Fahrzeuge mit 2.0l-Dieselmotor. ","FORD","FOCUS, C-MAX, KUGA, MONDEO, S-MAX, GALAXY","2008","2009"
"15.04.2014",NULL,NULL,"Motorausfall infolge mangelhafter Nockenwellensteuerung. ","BMW","1, 3, 5, 6, 7, X1, X3, X5, Z4","2009","2011"
"17.09.2009",NULL,"9C240","In das Steuergerät für den Kühlerlüfter kann Streusalzgemisch eindringen, einen Kurzschluss verursachen und einen Brand auch nach Abstellen des Fahrzeugs verursachen. ","FORD","FOCUS","2004","2006"
"25.04.2014",NULL,"0051370300","Fehlfunktion der Kindersicherung","BMW","X5","2013","2014"
"06.10.2009",NULL,"9C250","Durch einen Defekt in der Lenkradnabe kann sich das Lenkrad lösen, sodass das Fahrzeug unlenkbar wird. ","FORD","TRANSIT","2007","2007"
"08.08.2014",NULL,NULL,"Stahlhalterung der Signalanlage kann korrodieren und in der Folge in den Verkehrsraum fallen. ","BMW","X3","2007","2010"
"04.12.2009",NULL,"9C273","Der Deaktivierungsschalter des Geschwindigkeitsregelsystems kann möglicherweise überhitzen. Dabei kann es zu Rauchbildung und Entflammung kommen. ","FORD","EXPLORER, WINDSTAR","1995","2003"
"11.04.2011",NULL,"1C381","Aufgrund von Softwarefehlern in einem Fahrzeugmodul kann es zu unterschiedlichen Fehlfunktionen in der Bordelektronik kommen. Dies kann z. B. dazu führen, dass Scheinwerfer oder Blinker ungewollt aufleuchten und/oder Scheinwerfer selbsttätig abschalten. ","FORD","GALAXY, S-MAX, MONDEO","2010","2010"
"19.11.2009",NULL,"9C268","In das Steuergerät für den Kühlerlüfter kann Streusalzgemisch eindringen, einen Kurzschluss verursachen und einen Brand auch nach Abstellen des Fahrzeugs verursachen. Betroffen sind Fahrzeuge mit 1,6 l TDCi-Motor. ","FORD","C-MAX","2006","2007"
"04.12.2014",NULL,"0016890100","Fehlerhafte Verschweißung des Masseanschlusspunktes am Kraftstofftank kann zu Austritt von Kraftstoff führen. ","BMW","I8","2014","2014"
"23.01.2015",NULL,"0052600100","Sicherheitsgurt vorne rechts kann bei niedrigen Temperaturen nicht ausgezogen werden. ","BMW","2, 3, 4, M3","2014","2014"
"22.09.2010",NULL,"0C335","Bei Fahrzeugen mit Automatikgetriebe kann es zu einem Bruch der Schaltseilzughalterung kommen. Wenn dieser Fall eintritt, ist ein erhöhter Kraftaufwand nötig, sodass der gewählte Gang ggf. nicht eingelegt oder fälschlich angezeigt wird. Das Fahrzeug kann in der Stellung P bei nicht angezogener Handbremse wegrollen. ","FORD","RANGER","2007","2008"
"06.12.2010",NULL,"0C343","Aufgrund von Korrosion am Steuerelement des Kühlerlüfters kann Streusalz bis in die Elektronik vordringen und zu einer Überhitzung führen. Dadurch besteht Brandgefahr. ","FORD","FOCUS","2004","2007"
"06.04.2016",NULL,"0065900200","Metallischer Fremdkörper (Stanzrückstand) im Inneren des Airbagsteuergeräts kann die Auslösung der Airbags verhindern. ","BMW","7","2014","2015"
"23.02.2011",NULL,"1U365","Unter bestimmten Bedingungen lassen sich die Rückenlehnen der beiden äußeren Sitze der 2. Sitzreihe mit sehr geringem Kraftaufwand bewegen/verstellen, auch ohne, dass der dafür vorgesehene Verstellhebel betätigt werden muss. Es besteht Verletzungsgefahr. ","FORD","C-MAX","2010","2011"
"23.06.2011",NULL,"1C380","In das Steuergerät für den Kühlerlüfter kann Streusalzgemisch eindringen , einen Kurzschluss verursachenund einen Brand auch nach dem Abstellen des Fahrzeugs verursachen. ","FORD","C-MAX, FOCUS","2004","2007"
"04.10.2016",NULL,"0032440200","Fahrerairbag kann beim Auslösen Metallspäne mitreißen. ","BMW","X3, X4, X5, X6","2014","2014"
"15.09.2011",NULL,"1C402","Haltebänder des Kraftstofftanks können unter ungünstigen Bedingungen korrodieren, austretender Kraftstoff kann zu einem Brand führen","FORD","F-SERIE","1997","2004"
"27.10.2016",NULL,"0032450200, 0032470200","Fehler im EPS Steuergerät kann zum Ausfall der Lenkkraftunterstützung und zum Brand führen. ","BMW","1, 2, 3, 4, X3, X4, X5, X6, I8","2011","2016"
"05.12.2011",NULL,"1C417","Die durch einen fehlenden Verschlussstopfen im Abgastrakt entweichenden heißen Abgase können die Kunststoffabdeckung des Kühlerlüfters entzünden (nur Fahrzeuge mit Dieselmotor 1.4 L TDCI/ 51 KW und 1.6 L TDCI/70 KW). ","FORD","FIESTA","2011","2011"
"14.02.2012",NULL,"1U407","Falsche Befestigungsschrauben an der Hinterachse führen zu verminderter Befestigung. ","FORD","FIESTA, FUSION","2011","2011"
"16.12.2016",NULL,"0052800100","Nicht korrekte Verschweißung der Rückenlehnenverrastung kann sich bei einem Unfall lösen und die Verletzungsgefahr für die Passagiere erhöhen. ","BMW","2, X1","2016","2016"
"30.01.2012",NULL,"1C423","Sicherheitsgurte der 2. Sitzreihe sind nicht nach Spezifikation vernäht. Die Nähte können sich bei einem Unfall lösen. Es sind nur Nugget-Wohnmobile betroffen. ","FORD","TRANSIT","2011","2011"
"16.11.2016",NULL,"0065940200, 0065960200, 0065950200 (Ersatzteil),","Aufgrund einer fehlerhaften Programmierung des Airbag-Zentralsensors ist eine Funktion der Insassenschutzeinrichtungen (Airbags, Gurtstraffer und aktive Kopfstützen) nicht in allen Unfallkonstellationen gegeben. ","BMW","5, 7, GRAN TURISMO","2008","2012"
"06.01.2017",NULL,"0072760100, 0072770100, 0072780100, 0072820100","Nicht der Spezifikation entsprechendes Mischungsverhältnis der Zündchemikalien kann bei einem Unfall dazu führen, dass der Airbag nicht auslöst. ","BMW","I3, I8, M4, M5, M6, 2, 4, 5, 6, X1","2016","2016"
"09.02.2017",NULL,"0051110400, 0051150400","Fehlerhafte Aufbruchstellen der Instrumententafel im Bereich der Beifahrerairbagabdeckung führen bei Auslösung zu nicht korrekter Entfaltung des Airbags. ","BMW","X1","2016","2017"
"28.09.2012",NULL,"2C456","Die Befestigungsschraube der Sicherheitsgurtverankerung auf der Beifahrerseite kann sich lösen. Dadurch ist die Rückhaltewirkung des Sicherheitsgurtes nicht mehr vollständig gegeben (nur Kastenwagen ohne Beifahrerairbag). ","FORD","FIESTA","2008","2012"
"22.10.2012",NULL,"2C458","Die Rücksitzlehnenverriegelung rastet nicht korrekt ein. ","FORD","RANGER","2011","2012"
"17.02.2017",NULL,"0026330100, 0026350100","Durch den Bruch der Gelenkscheibe können Bauteile in den Verkehrsraum gelangen und es kann zum Ausfall des Antriebs kommen. ","BMW","1, 3, 5, 6, 7, X1, Z4","2010","2011"
"22.10.2012",NULL,"2C470","Aufgrund von Korrosion am Steuerelement des Kühlerlüfters kann Streusalz bis in die Elektronik vordringen und zu einer Überhitzung führen. Dadurch besteht Brandgefahr. ","FORD","FOCUS","2006","2007"
"21.04.2017",NULL,"0017780100","Formschlauch mit falschem Druckträger für die Motorölkühler-Leitung kann undicht werden. Folglich kann Öl auf die Fahrbahn gelangen und /oder die Bremsen benetzen. ","BMW","7","2015","2017"
"27.02.2013",NULL,"3C498","Fehlerhafter Sicherungsclip an der Bremspedalbefestigung kann zum Lösen der Befestigung führen. Die Bremse kann nicht mehr betätigt werden. ","FORD","TRANSIT, TRANSIT CUSTOM","2012","2013"
"23.03.2017",NULL,"0013690200","Mangelhafte Verlegung der Tankentlüftungsleitung führt zur Undichtigkeit. Folglich können Kraftstoffdämpfe in den Motorraum gelangen und sich entzünden. ","BMW","I3","2013","2016"
"13.11.2012",NULL,"2C459","Die Scheibenwischerarme können sich von den Drehspindeln lösen. Dies kann zum Verlust der Scheibenwischerarme führen. ","FORD","TRANSIT","2011","2011"
"21.06.2017",NULL,"0035190100","Mangel am Kugelkopf des Bremspedals kann dazu führen, dass die Bremslichter permanent leuchten. ","BMW","5, 7","2017","2017"
"27.09.2013",NULL,NULL,"Einseitiger Antriebsverlust durch fehlerhaft ausgeführte Keilverzahnung der Antriebswelle. ","FORD","FOCUS, C-MAX","2013","2013"
"08.09.2017",NULL,"0028040100","Fehlerhafte Steckverbindung am Doppelkupplungsgetriebe kann zum Verlust des Kraftschlusses führen. Getriebe schaltet auf ""N"". ","BMW","X1","2017","2017"
